Age;Education;Country;Ethnicity;Gender;Neuroticism;Extraversion;Openness;Agreeableness;Conscientiousness;Impulsiveness;SensationSeeing;Cocaine
18-24;left at 18;Canada;White;0;38;49;58;41;34;1.86203;1.92173;Used in last week
18-24;left at 18;Canada;White;0;48;36;35;30;26;1.29221;1.92173;Used in last day
18-24;left at 18;UK;White;0;21;46;46;43;35;0.88113;0.07987;Never used
35-44;left at 18;UK;White;0;39;35;43;40;41;0.19268;0.7654;Never used
25-34;left at 18;UK;White;0;26;40;29;46;42;1.29221;0.07987;Used in last year
18-24;left at 18;USA;White;0;44;38;55;38;34;0.88113;0.7654;Never used
18-24;left at 18;Canada;White;0;51;29;49;46;33;1.86203;1.2247;Used in last year
18-24;left at 18;USA;White;1;46;38;47;33;37;0.88113;1.2247;Used in last Month
18-24;left at 18;USA;White;1;37;41;53;40;41;0.19268;0.07987;Used in last year
35-44;left at 18;USA;Black;0;43;30;39;41;38;-0.71126;0.40148;Used in last Month
25-34;left at 18;Australia;White;0;36;42;39;45;37;-0.71126;0.7654;Used in last year
18-24;left at 18;other;White;0;38;40;49;37;27;0.19268;1.2247;Never used
18-24;left at 18;USA;White;0;46;37;55;36;43;-0.71126;0.40148;Used in last year
45-54;master degree;USA;White;0;31;32;43;41;48;-0.21712;0.07987;Never used
55-64;master degree;UK;White;0;33;40;36;47;43;-1.37983;-0.84637;Never used
35-44;master degree;UK;White;1;36;29;41;45;50;0.19268;-0.52593;Never used
35-44;master degree;UK;White;0;34;33;37;43;37;-0.21712;-0.52593;Used in last day
25-34;master degree;UK;Mixed White/Black;1;44;36;32;37;44;0.52975;1.2247;Never used
35-44;master degree;UK;White;0;46;39;45;35;42;-0.71126;-0.84637;Used in last decade
35-44;master degree;UK;White;1;49;42;51;45;36;-1.37983;0.07987;Never used
45-54;master degree;UK;White;0;31;42;53;32;49;0.52975;-0.21575;Used over a decade ago
25-34;master degree;other;White;0;26;55;50;33;39;-0.21712;1.2247;Used in last year
25-34;master degree;UK;White;0;39;32;40;39;37;0.19268;0.40148;Never used
25-34;master degree;UK;White;1;26;44;39;36;47;0.19268;1.92173;Never used
55-64;master degree;UK;White;0;38;41;45;41;35;-0.21712;-0.52593;Never used
45-54;master degree;UK;White;1;28;46;38;49;45;0.19268;0.40148;Never used
25-34;master degree;UK;Mixed White/Asian;1;60;29;44;47;37;-1.37983;0.40148;Used in last decade
45-54;master degree;UK;White;0;33;38;44;40;52;-1.37983;-0.84637;Never used
35-44;master degree;UK;White;0;32;46;58;48;36;1.29221;1.92173;Never used
35-44;master degree;UK;White;1;29;49;47;45;53;-1.37983;-1.54858;Never used
45-54;master degree;UK;White;0;29;42;46;38;41;0.19268;0.07987;Used over a decade ago
65+;master degree;UK;White;1;37;32;43;40;44;-0.21712;-1.54858;Never used
25-34;master degree;UK;White;1;50;42;45;46;45;0.19268;-0.21575;Never used
45-54;master degree;UK;White;0;27;38;38;47;52;-0.21712;-0.52593;Never used
45-54;master degree;UK;White;1;26;51;50;46;54;-0.21712;-0.52593;Never used
45-54;master degree;UK;White;1;17;53;56;48;47;0.88113;0.40148;Never used
45-54;master degree;UK;White;1;43;35;49;45;31;-0.71126;0.7654;Never used
35-44;master degree;UK;White;0;38;46;47;37;46;-0.21712;0.7654;Used over a decade ago
55-64;master degree;UK;White;0;35;41;51;43;35;-0.71126;-0.84637;Never used
35-44;master degree;UK;White;0;28;41;45;47;45;-1.37983;-2.07848;Never used
45-54;master degree;UK;White;1;32;40;43;45;43;-1.37983;-0.52593;Never used
45-54;master degree;UK;White;0;20;50;46;53;50;-1.37983;-0.84637;Never used
25-34;master degree;UK;White;1;40;36;50;46;34;1.86203;0.7654;Never used
55-64;master degree;UK;White;1;33;48;52;53;49;-0.71126;-1.18084;Never used
25-34;master degree;UK;White;1;28;42;48;34;48;0.88113;-0.52593;Never used
25-34;master degree;UK;White;0;36;39;40;38;33;1.29221;0.07987;Used in last decade
25-34;master degree;Australia;White;1;40;37;55;52;44;0.19268;0.40148;Never used
25-34;master degree;UK;White;0;36;48;60;39;42;-0.71126;0.07987;Used in last decade
35-44;master degree;UK;White;1;20;54;43;52;51;0.19268;-1.18084;Never used
45-54;master degree;UK;White;0;24;48;45;47;53;-2.55524;-1.18084;Never used
25-34;master degree;other;Mixed White/Black;1;46;26;43;43;45;-0.71126;-2.07848;Never used
45-54;master degree;UK;White;1;38;33;38;43;48;-0.71126;-1.18084;Never used
35-44;master degree;UK;other;1;58;43;35;41;51;-0.21712;-0.84637;Never used
18-24;master degree;UK;White;1;21;52;45;50;53;0.19268;0.7654;Never used
45-54;master degree;UK;White;1;46;39;48;50;51;-1.37983;-1.54858;Never used
45-54;master degree;UK;White;1;43;36;42;54;43;-0.71126;-1.18084;Used over a decade ago
25-34;master degree;UK;White;1;54;38;44;32;37;0.19268;0.07987;Used in last year
35-44;master degree;UK;White;1;37;39;43;48;40;0.88113;1.2247;Never used
45-54;master degree;UK;White;1;32;40;43;41;31;1.86203;-0.52593;Never used
35-44;master degree;USA;White;1;47;41;53;55;34;1.29221;1.92173;Used in last year
25-34;master degree;UK;Black;1;24;43;46;50;43;-1.37983;-1.54858;Never used
25-34;master degree;UK;White;0;49;27;49;45;46;-1.37983;-0.84637;Never used
55-64;master degree;UK;White;1;44;35;43;43;41;1.86203;0.40148;Never used
45-54;master degree;UK;White;1;38;35;44;41;38;-0.71126;-0.84637;Never used
35-44;master degree;UK;White;0;25;38;47;46;46;-1.37983;-0.84637;Used over a decade ago
35-44;master degree;UK;White;1;34;37;46;51;53;-0.71126;-1.18084;Never used
25-34;master degree;other;White;0;35;30;49;40;38;0.19268;0.7654;Used in last year
45-54;master degree;UK;White;1;44;38;48;48;52;0.52975;0.40148;Never used
25-34;master degree;New Zealand;White;0;44;35;47;38;40;-0.71126;0.07987;Used in last year
25-34;master degree;USA;White;1;37;33;55;44;46;0.52975;1.92173;Used over a decade ago
25-34;master degree;USA;White;0;48;40;44;42;41;1.29221;0.7654;Used in last decade
25-34;master degree;USA;White;1;38;35;48;39;33;0.52975;0.40148;Used in last decade
25-34;master degree;UK;White;0;47;38;52;39;48;-0.21712;0.07987;Used in last decade
45-54;master degree;other;White;0;42;31;42;40;33;-0.21712;-0.21575;Used over a decade ago
35-44;master degree;USA;White;1;48;29;46;58;36;-0.21712;-2.07848;Never used
35-44;master degree;UK;White;1;42;39;32;42;34;0.88113;0.40148;Used over a decade ago
25-34;master degree;UK;White;1;45;37;36;48;37;-1.37983;-0.52593;Used in last year
18-24;master degree;UK;White;0;23;55;49;38;46;0.88113;1.92173;Used in last week
25-34;master degree;other;Mixed White/Black;1;35;30;43;42;50;-0.21712;-1.18084;Never used
25-34;master degree;UK;other;1;39;51;45;45;46;0.52975;0.7654;Never used
18-24;master degree;UK;White;1;42;47;40;40;32;-0.71126;-0.84637;Used in last Month
18-24;master degree;UK;White;1;33;43;52;42;53;0.52975;0.40148;Never used
18-24;master degree;UK;White;1;41;43;46;41;44;0.19268;-0.52593;Never used
25-34;master degree;USA;White;1;31;39;48;47;48;0.19268;-0.84637;Never used
18-24;master degree;other;White;1;28;39;45;40;39;-0.21712;1.2247;Used in last year
25-34;master degree;New Zealand;White;0;42;35;47;35;40;-0.21712;-0.21575;Used in last year
18-24;master degree;UK;White;1;40;41;48;48;38;0.19268;0.7654;Used in last year
25-34;master degree;USA;White;0;39;34;46;37;49;1.86203;1.92173;Never used
35-44;master degree;UK;White;1;27;39;49;40;49;-0.71126;-0.52593;Never used
25-34;master degree;UK;White;1;50;31;41;37;42;-0.71126;-0.52593;Never used
25-34;master degree;USA;White;1;43;53;54;38;51;0.88113;1.92173;Used in last Month
25-34;master degree;UK;White;0;27;31;45;38;43;-0.21712;-0.21575;Never used
35-44;master degree;USA;White;1;26;52;52;40;53;-0.71126;0.07987;Never used
25-34;master degree;UK;White;1;30;37;35;48;38;-1.37983;-2.07848;Never used
25-34;master degree;UK;White;0;49;31;42;46;32;0.88113;0.7654;Never used
55-64;master degree;UK;White;1;28;40;47;45;47;0.52975;-0.52593;Used over a decade ago
35-44;master degree;UK;White;1;34;40;40;48;45;-1.37983;-1.18084;Never used
45-54;master degree;UK;White;1;25;39;47;52;50;-0.71126;-1.18084;Never used
35-44;master degree;UK;White;1;29;37;38;54;48;-0.71126;-0.84637;Never used
25-34;master degree;USA;White;1;33;42;52;46;43;-0.71126;0.07987;Never used
18-24;master degree;UK;White;1;39;45;39;45;44;-0.21712;0.40148;Never used
25-34;master degree;UK;White;1;39;40;44;47;45;0.19268;0.7654;Never used
55-64;master degree;UK;White;1;39;43;53;41;36;0.52975;0.7654;Never used
25-34;master degree;USA;White;1;37;46;56;46;40;0.52975;0.07987;Never used
45-54;master degree;UK;White;0;27;38;46;41;39;1.29221;-0.21575;Used in last decade
25-34;master degree;USA;White;1;21;45;51;42;42;-0.21712;0.07987;Used in last decade
45-54;master degree;UK;White;0;28;33;43;40;39;-0.21712;-0.52593;Never used
25-34;master degree;USA;White;1;45;44;43;35;36;0.88113;1.92173;Used in last week
18-24;master degree;UK;White;1;37;42;39;53;48;-0.71126;-1.18084;Used in last decade
18-24;master degree;USA;White;0;14;55;54;45;51;-0.21712;1.2247;Used in last decade
35-44;profesionnel diploma;UK;White;0;31;45;40;32;34;-1.37983;0.40148;Never used
55-64;profesionnel diploma;UK;White;1;27;49;49;39;52;1.29221;0.7654;Never used
45-54;profesionnel diploma;UK;White;0;28;45;51;53;33;0.19268;-0.21575;Never used
65+;profesionnel diploma;UK;White;1;33;33;38;38;45;-1.37983;-0.21575;Never used
35-44;profesionnel diploma;UK;White;0;27;36;44;42;34;-0.21712;-0.21575;Used in last year
45-54;profesionnel diploma;UK;White;0;29;36;44;45;49;-0.71126;-0.21575;Never used
45-54;profesionnel diploma;Canada;White;0;37;32;43;35;42;-0.21712;0.7654;Never used
55-64;profesionnel diploma;UK;White;0;38;31;45;40;40;0.19268;-1.18084;Never used
35-44;profesionnel diploma;UK;White;1;46;36;30;48;30;0.88113;0.07987;Never used
25-34;profesionnel diploma;UK;White;1;35;43;50;48;42;1.86203;1.2247;Used in last week
25-34;profesionnel diploma;UK;White;1;37;44;40;54;46;-0.21712;-1.18084;Never used
65+;profesionnel diploma;UK;White;0;26;38;48;46;47;-0.21712;-0.52593;Never used
35-44;profesionnel diploma;UK;Black;0;27;49;37;40;42;-0.21712;0.07987;Never used
55-64;profesionnel diploma;UK;White;1;34;44;46;38;39;-0.21712;0.07987;Never used
45-54;profesionnel diploma;UK;Black;0;30;42;43;42;44;-0.21712;-1.18084;Never used
25-34;profesionnel diploma;UK;White;0;35;33;34;44;47;-0.21712;-0.84637;Used over a decade ago
65+;profesionnel diploma;UK;White;0;37;41;48;34;51;-1.37983;-0.84637;Never used
45-54;profesionnel diploma;UK;White;1;44;37;51;43;44;-0.21712;-0.21575;Never used
25-34;profesionnel diploma;UK;White;1;28;39;30;39;51;-1.37983;-2.07848;Used over a decade ago
25-34;profesionnel diploma;UK;White;0;23;44;45;38;53;0.52975;0.40148;Used in last decade
45-54;profesionnel diploma;UK;White;0;37;43;40;33;45;1.29221;1.2247;Never used
35-44;profesionnel diploma;UK;White;1;50;35;41;35;32;1.29221;0.7654;Used in last year
35-44;profesionnel diploma;Australia;White;1;38;47;38;31;39;0.52975;0.7654;Never used
35-44;profesionnel diploma;UK;White;0;48;31;34;36;37;1.86203;0.07987;Used over a decade ago
35-44;profesionnel diploma;UK;White;1;39;48;56;41;48;0.52975;0.07987;Never used
45-54;profesionnel diploma;other;White;0;39;41;43;34;45;-0.21712;0.7654;Used over a decade ago
35-44;profesionnel diploma;UK;White;1;32;36;42;37;44;-0.71126;-1.54858;Used in last decade
18-24;profesionnel diploma;UK;White;0;56;33;51;35;38;-0.71126;-0.52593;Never used
25-34;profesionnel diploma;UK;White;1;17;49;33;50;50;-0.21712;-0.84637;Used in last year
35-44;profesionnel diploma;USA;White;0;46;33;40;34;36;0.19268;0.7654;Used over a decade ago
35-44;profesionnel diploma;other;White;0;44;36;47;38;43;1.29221;0.07987;Used in last decade
18-24;profesionnel diploma;UK;White;0;39;37;41;49;41;0.19268;-0.21575;Used in last year
25-34;profesionnel diploma;UK;White;0;55;30;47;41;29;1.29221;-0.21575;Never used
35-44;profesionnel diploma;UK;White;0;23;38;47;51;50;-0.71126;-1.18084;Used in last year
18-24;profesionnel diploma;other;White;0;18;55;57;44;52;0.19268;0.7654;Never used
18-24;profesionnel diploma;UK;White;0;41;43;57;43;38;0.52975;0.7654;Used in last year
35-44;profesionnel diploma;Canada;White;0;34;39;50;46;46;-0.71126;0.40148;Used in last decade
25-34;profesionnel diploma;UK;White;0;43;33;38;43;32;0.52975;-0.52593;Used in last year
25-34;profesionnel diploma;Australia;White;1;40;37;42;56;36;0.52975;0.07987;Used in last year
18-24;profesionnel diploma;USA;other;0;37;40;51;28;51;0.88113;1.92173;Used in last year
35-44;profesionnel diploma;UK;White;1;43;43;36;37;43;1.29221;0.7654;Never used
25-34;profesionnel diploma;USA;White;0;48;36;52;43;35;0.88113;0.7654;Used in last decade
25-34;profesionnel diploma;UK;White;1;39;46;39;44;46;0.52975;0.7654;Used in last decade
25-34;profesionnel diploma;UK;White;1;32;34;38;47;42;0.52975;0.40148;Never used
35-44;profesionnel diploma;UK;White;1;37;32;43;47;44;-1.37983;-2.07848;Never used
35-44;profesionnel diploma;Canada;White;0;37;43;48;39;47;0.52975;0.40148;Used in last year
18-24;profesionnel diploma;UK;other;1;36;40;45;45;53;0.88113;0.40148;Never used
18-24;profesionnel diploma;USA;White;0;36;28;57;37;43;0.19268;0.40148;Never used
25-34;profesionnel diploma;UK;White;1;31;40;38;45;42;0.19268;-0.52593;Never used
45-54;profesionnel diploma;UK;White;1;30;36;37;49;48;-1.37983;-2.07848;Never used
45-54;profesionnel diploma;UK;White;1;31;38;36;52;54;-0.71126;-0.52593;Used over a decade ago
45-54;profesionnel diploma;UK;White;0;28;37;46;54;47;-0.71126;-0.52593;Never used
35-44;profesionnel diploma;UK;White;0;39;31;46;48;43;-0.71126;-0.84637;Never used
55-64;profesionnel diploma;UK;White;0;42;29;35;48;39;0.19268;-0.21575;Never used
35-44;profesionnel diploma;UK;White;1;28;42;37;48;47;-1.37983;-1.18084;Never used
35-44;profesionnel diploma;Canada;White;0;51;41;43;43;53;1.29221;1.92173;Never used
45-54;profesionnel diploma;UK;White;1;35;41;39;42;40;0.19268;-1.18084;Never used
35-44;profesionnel diploma;UK;White;1;39;44;42;47;43;0.52975;0.07987;Never used
35-44;profesionnel diploma;UK;White;0;36;33;47;49;46;-1.37983;-1.54858;Never used
35-44;profesionnel diploma;UK;White;1;26;44;43;47;46;-0.21712;-0.21575;Never used
25-34;profesionnel diploma;Canada;White;1;50;22;38;55;40;-0.71126;-1.54858;Never used
35-44;profesionnel diploma;UK;White;0;31;44;45;42;37;0.88113;-0.21575;Never used
55-64;profesionnel diploma;UK;White;0;19;39;36;47;45;-0.21712;-0.84637;Never used
25-34;profesionnel diploma;UK;White;1;34;50;46;44;39;0.88113;0.07987;Used in last decade
35-44;profesionnel diploma;UK;White;0;46;37;29;41;47;-1.37983;-2.07848;Never used
35-44;profesionnel diploma;USA;White;1;35;34;46;47;44;-1.37983;-2.07848;Used in last decade
25-34;profesionnel diploma;USA;other;0;40;46;45;40;47;0.19268;-0.21575;Used in last week
55-64;university degree;Australia;White;0;49;39;45;30;30;-0.71126;-0.21575;Used in last decade
35-44;university degree;UK;White;0;41;31;46;43;25;1.86203;0.40148;Used over a decade ago
35-44;university degree;UK;White;0;28;31;46;46;42;0.19268;-0.84637;Never used
18-24;university degree;UK;White;0;40;38;48;51;41;-0.71126;-1.54858;Never used
35-44;university degree;UK;White;0;33;36;45;43;30;-0.21712;-0.21575;Never used
45-54;university degree;UK;White;0;22;48;48;43;47;-0.21712;-0.84637;Never used
25-34;university degree;UK;White;1;29;58;51;49;52;0.52975;0.40148;Never used
55-64;university degree;UK;White;0;31;48;49;44;49;0.52975;0.40148;Never used
55-64;university degree;UK;White;0;31;34;47;45;48;-1.37983;-1.18084;Never used
25-34;university degree;UK;White;0;29;46;34;48;47;-0.21712;-0.52593;Never used
35-44;university degree;UK;White;1;46;44;54;44;44;0.52975;0.40148;Never used
18-24;university degree;UK;White;1;54;37;48;38;48;-0.71126;0.40148;Used in last day
18-24;university degree;UK;White;1;30;41;40;50;51;0.52975;1.2247;Never used
35-44;university degree;UK;White;1;29;48;43;49;49;0.19268;-0.84637;Never used
35-44;university degree;UK;White;1;33;44;51;50;44;1.29221;1.2247;Used in last decade
35-44;university degree;UK;White;1;24;44;52;40;44;-1.37983;-1.54858;Used in last year
45-54;university degree;UK;White;1;26;49;47;49;52;-1.37983;-2.07848;Never used
45-54;university degree;UK;White;0;29;45;36;49;44;0.52975;0.40148;Never used
55-64;university degree;UK;White;0;25;39;45;45;47;-0.21712;0.07987;Never used
25-34;university degree;UK;White;1;38;41;38;45;44;-0.71126;-0.21575;Used in last year
45-54;university degree;UK;White;0;27;50;47;41;47;0.19268;0.40148;Never used
45-54;university degree;UK;White;1;32;40;37;42;48;-0.21712;-1.18084;Never used
45-54;university degree;UK;White;1;34;51;56;57;44;1.86203;1.2247;Never used
45-54;university degree;UK;White;0;25;39;37;52;45;-0.71126;0.07987;Never used
45-54;university degree;UK;White;0;32;27;51;37;43;-0.21712;-0.52593;Used over a decade ago
35-44;university degree;UK;White;0;38;48;43;33;36;1.86203;1.2247;Used in last year
35-44;university degree;UK;White;1;20;44;39;41;46;-0.21712;-0.52593;Never used
25-34;university degree;UK;White;1;37;47;39;46;40;-0.71126;-0.52593;Used in last decade
25-34;university degree;UK;White;0;42;41;45;41;43;0.19268;-0.52593;Never used
35-44;university degree;UK;Mixed White/Asian;1;26;45;41;51;48;-0.21712;-0.84637;Never used
35-44;university degree;UK;White;0;32;38;47;41;29;-0.21712;-0.84637;Used over a decade ago
35-44;university degree;other;White;0;42;34;45;34;41;0.88113;0.07987;Used in last year
35-44;university degree;UK;White;1;31;43;42;48;53;-0.21712;-0.52593;Used in last decade
25-34;university degree;UK;White;1;38;32;49;58;37;-0.71126;0.40148;Used in last decade
18-24;university degree;UK;White;1;44;34;51;38;22;0.88113;-0.21575;Never used
35-44;university degree;UK;White;0;51;37;48;28;37;0.88113;0.40148;Used in last year
18-24;university degree;UK;White;1;42;40;47;47;43;-0.21712;0.07987;Used in last decade
18-24;university degree;UK;White;1;48;30;54;31;44;0.88113;0.07987;Used in last year
45-54;university degree;UK;White;0;38;40;54;43;51;-0.21712;-0.21575;Used over a decade ago
35-44;university degree;UK;White;0;35;41;41;41;43;-1.37983;-1.18084;Never used
55-64;university degree;UK;Mixed White/Asian;1;33;46;47;42;45;-1.37983;-2.07848;Never used
35-44;university degree;UK;White;0;52;33;50;31;39;0.19268;-0.84637;Never used
25-34;university degree;UK;White;1;40;45;44;49;46;-0.21712;0.07987;Never used
35-44;university degree;Australia;White;1;46;41;48;42;46;0.19268;0.40148;Used in last decade
18-24;university degree;UK;White;1;49;45;39;49;37;0.52975;0.07987;Used in last year
35-44;university degree;UK;White;1;47;38;46;47;46;0.19268;0.40148;Never used
25-34;university degree;UK;White;1;44;44;39;38;44;-0.21712;-0.21575;Used in last decade
18-24;university degree;UK;White;1;34;37;36;48;50;-1.37983;-0.52593;Never used
18-24;university degree;UK;White;1;34;38;48;42;44;-1.37983;-0.52593;Never used
45-54;university degree;UK;White;1;28;40;49;45;49;0.19268;-0.52593;Used over a decade ago
18-24;university degree;UK;White;1;46;41;41;45;45;-0.71126;-0.52593;Never used
18-24;university degree;UK;White;0;53;44;54;37;38;-0.21712;0.07987;Used in last decade
35-44;university degree;UK;White;1;55;29;33;47;28;-0.71126;-1.54858;Used over a decade ago
35-44;university degree;UK;White;1;40;37;44;32;52;-0.21712;-0.84637;Never used
25-34;university degree;UK;White;0;21;48;54;44;49;0.52975;1.92173;Used in last day
35-44;university degree;UK;White;0;35;37;40;40;45;-0.21712;-0.21575;Never used
18-24;university degree;UK;White;1;33;32;41;42;51;-1.37983;-0.84637;Never used
25-34;university degree;UK;White;0;41;38;49;39;37;-0.21712;-0.21575;Used in last decade
25-34;university degree;Australia;White;0;32;41;51;40;36;0.88113;0.40148;Used in last year
35-44;university degree;USA;White;0;35;33;52;43;37;-0.21712;-0.52593;Used in last decade
55-64;university degree;UK;White;0;23;45;45;37;41;-0.71126;0.07987;Never used
18-24;university degree;USA;White;0;41;45;52;54;42;0.88113;0.7654;Never used
18-24;university degree;UK;White;1;48;44;51;42;42;-0.71126;-0.21575;Used in last year
25-34;university degree;UK;White;0;31;27;26;33;33;-1.37983;0.07987;Used in last Month
25-34;university degree;Canada;White;0;36;33;40;40;37;0.19268;1.2247;Used in last year
25-34;university degree;Australia;White;1;24;45;55;50;43;-0.21712;0.40148;Used in last decade
25-34;university degree;Australia;White;0;46;41;50;46;47;-1.37983;0.7654;Never used
45-54;university degree;UK;White;0;48;30;43;39;28;0.19268;0.40148;Used in last year
25-34;university degree;UK;White;0;35;36;54;51;38;0.19268;0.7654;Never used
45-54;university degree;USA;White;1;37;33;39;48;40;-1.37983;1.2247;Used in last year
18-24;university degree;Canada;White;1;54;29;55;31;45;0.52975;0.07987;Used in last day
45-54;university degree;USA;White;1;48;51;52;30;29;0.88113;1.2247;Used in last year
18-24;university degree;USA;White;0;41;44;47;36;50;-0.21712;0.40148;Used in last day
18-24;university degree;other;White;0;27;43;46;38;39;0.19268;0.40148;Never used
18-24;university degree;USA;White;0;41;33;43;42;41;-0.21712;0.07987;Used in last Month
18-24;university degree;UK;White;0;36;39;45;39;39;1.86203;1.2247;Used in last Month
25-34;university degree;USA;White;0;45;34;53;40;49;0.88113;1.92173;Used in last decade
18-24;university degree;UK;White;0;31;55;51;52;43;0.19268;1.2247;Used in last Month
25-34;university degree;USA;White;0;53;38;43;40;34;1.86203;1.92173;Never used
35-44;university degree;USA;White;1;46;38;53;36;45;-1.37983;-0.84637;Never used
18-24;university degree;USA;White;1;42;40;49;40;37;-0.21712;0.40148;Used in last decade
45-54;university degree;USA;White;0;29;40;46;43;45;-2.55524;-0.52593;Never used
18-24;university degree;USA;White;0;37;33;53;30;47;-0.21712;-0.52593;Never used
35-44;university degree;UK;White;0;38;24;31;34;31;1.86203;0.7654;Never used
25-34;university degree;UK;White;1;26;49;47;50;40;-1.37983;0.7654;Used in last decade
25-34;university degree;Australia;White;1;23;51;40;39;46;0.88113;0.40148;Used in last year
25-34;university degree;USA;White;1;21;55;60;50;40;0.52975;1.92173;Used in last year
25-34;university degree;Canada;White;1;42;39;47;43;33;0.19268;1.2247;Used in last year
35-44;university degree;USA;White;0;32;36;52;48;28;1.86203;1.92173;Used in last year
35-44;university degree;USA;White;1;25;48;55;51;44;-0.71126;-0.21575;Used in last decade
25-34;university degree;other;White;1;37;28;49;49;29;-0.21712;-0.84637;Never used
18-24;university degree;USA;White;0;42;49;50;44;48;0.19268;1.92173;Used in last Month
18-24;university degree;other;other;1;46;31;53;29;38;1.29221;1.2247;Used in last year
18-24;university degree;UK;White;1;35;41;49;34;45;0.52975;0.7654;Never used
35-44;university degree;UK;White;1;46;30;43;42;35;-0.21712;-0.52593;Never used
25-34;university degree;UK;White;1;41;40;39;44;31;-0.71126;-0.52593;Never used
55-64;university degree;UK;White;0;37;36;40;40;32;0.52975;0.07987;Never used
35-44;university degree;UK;White;1;32;31;32;45;40;-1.37983;-1.18084;Never used
45-54;university degree;UK;White;1;49;35;48;52;43;-1.37983;-0.52593;Never used
45-54;university degree;UK;White;1;36;39;41;45;46;-0.71126;-0.21575;Never used
55-64;university degree;UK;White;1;34;39;47;48;38;0.88113;-1.18084;Never used
35-44;university degree;USA;White;1;30;43;58;40;41;0.88113;1.2247;Used over a decade ago
35-44;university degree;USA;White;1;19;43;50;34;38;0.52975;0.07987;Used in last year
35-44;university degree;USA;White;0;27;46;50;49;49;0.52975;1.2247;Used in last decade
35-44;university degree;USA;White;0;29;38;44;42;50;-0.21712;0.07987;Used in last decade
18-24;university degree;UK;White;1;36;50;41;48;50;0.19268;-0.52593;Never used
18-24;university degree;UK;Black;1;37;40;43;38;47;0.19268;-0.21575;Never used
35-44;university degree;USA;White;1;35;33;48;50;35;0.88113;-0.21575;Never used
45-54;university degree;UK;other;0;30;36;46;42;41;-1.37983;-1.18084;Never used
25-34;university degree;UK;White;1;45;40;52;49;38;-1.37983;0.07987;Used in last decade
25-34;university degree;UK;White;1;38;36;35;46;31;-1.37983;-0.84637;Never used
25-34;university degree;USA;White;1;33;44;54;48;46;0.19268;1.2247;Used in last year
18-24;university degree;Australia;White;0;43;40;45;36;46;1.29221;-0.52593;Used in last Month
18-24;university degree;USA;White;0;40;26;52;42;38;0.19268;-0.52593;Never used
25-34;university degree;USA;White;0;31;43;55;41;39;0.19268;0.7654;Used in last decade
18-24;university degree;USA;Mixed White/Asian;1;31;40;44;44;38;1.29221;1.2247;Used in last Month
18-24;university degree;UK;White;1;46;35;52;31;39;0.19268;0.40148;Never used
18-24;university degree;UK;White;1;20;52;50;33;43;1.29221;1.92173;Never used
35-44;university degree;UK;White;1;35;51;26;38;56;-1.37983;-1.54858;Never used
25-34;university degree;UK;White;1;37;47;47;42;46;0.88113;0.40148;Used in last Month
25-34;university degree;UK;Black;0;49;38;39;41;40;0.19268;-0.52593;Never used
35-44;university degree;UK;White;1;34;43;52;36;34;0.19268;0.40148;Never used
45-54;university degree;UK;White;1;18;44;48;44;45;-1.37983;-0.84637;Never used
45-54;university degree;UK;White;0;42;34;33;36;43;-0.71126;-0.84637;Never used
35-44;university degree;USA;White;1;54;34;58;48;42;1.29221;1.92173;Used in last decade
45-54;university degree;UK;White;1;26;48;40;49;41;-0.21712;-0.52593;Never used
45-54;university degree;UK;White;0;35;47;51;49;53;1.29221;0.7654;Never used
45-54;university degree;UK;White;1;27;42;42;42;49;-1.37983;-2.07848;Never used
45-54;university degree;other;White;1;32;32;45;39;46;-0.71126;-0.52593;Used in last decade
18-24;university degree;USA;White;0;42;29;57;39;57;0.19268;1.2247;Never used
25-34;university degree;other;White;0;36;44;53;40;47;0.19268;1.2247;Used in last Month
18-24;university degree;USA;White;0;30;31;53;35;48;0.52975;1.92173;Used in last decade
25-34;university degree;UK;Asian;0;31;29;42;41;39;0.52975;0.40148;Never used
25-34;university degree;Australia;White;1;37;22;48;36;35;-0.71126;-0.52593;Used in last year
35-44;university degree;USA;White;1;32;32;48;41;50;-0.21712;-0.21575;Used over a decade ago
18-24;university degree;USA;White;1;51;33;54;37;31;2.90161;1.92173;Used in last Month
18-24;university degree;USA;White;1;37;34;55;45;52;-0.71126;-0.21575;Never used
25-34;university degree;other;White;1;26;46;57;54;50;-0.71126;0.07987;Never used
